episode,step,warehouse_1_stock,warehouse_2_stock,action,reward,holding_cost,stockout_cost,order_cost,total_cost,service_level,explanation
2,3,0.0,0.0,8,-11559.093805309734,0.0,1320.0,8000.0,9320.0,0.7079646017699115,Large order 80 units (stock: 0)
2,4,0.0,0.0,8,-13036.019834710743,0.0,1640.0,8000.0,9640.0,0.6611570247933884,Large order 80 units (stock: 0)
2,5,0.0,0.0,8,-8015.5,15.5,0.0,8000.0,8015.5,1.0,Large order 80 units (stock: 0)
2,6,16.0,15.0,8,-8035.0,35.0,0.0,8000.0,8035.0,1.0,Large order 80 units (stock: 16)
2,7,30.0,40.0,7,-6539.0,39.0,0.0,6500.0,6539.0,1.0,Large order 70 units (stock: 30)
2,8,34.0,44.0,7,-6553.5,53.5,0.0,6500.0,6553.5,1.0,Large order 70 units (stock: 34)
2,9,40.0,67.0,6,-4536.0,36.0,0.0,4500.0,4536.0,1.0,Large order 60 units (stock: 40)
2,10,19.0,53.0,8,-6537.5,37.5,0.0,6500.0,6537.5,1.0,Large order 80 units (stock: 19)
2,11,13.0,62.0,8,-6006.0,6.0,0.0,6000.0,6006.0,1.0,Large order 80 units (stock: 13)
2,12,3.0,9.0,8,-21798.006779661016,0.0,3060.0,8000.0,11060.0,0.4813559322033898,Large order 80 units (stock: 3)
2,13,0.0,0.0,8,-27571.285993485344,0.0,3740.0,8000.0,11740.0,0.3908794788273615,Large order 80 units (stock: 0)
2,14,0.0,0.0,8,-25870.85714285714,0.0,3800.0,8000.0,11800.0,0.4571428571428572,Large order 80 units (stock: 0)
2,15,0.0,0.0,8,-8122.0,2.0,120.0,8000.0,8122.0,0.962962962962963,Large order 80 units (stock: 0)
2,16,4.0,0.0,8,-8011.5,11.5,0.0,8000.0,8011.5,1.0,Large order 80 units (stock: 4)
2,17,8.0,15.0,8,-8010.5,10.5,0.0,8000.0,8010.5,1.0,Large order 80 units (stock: 8)
2,18,7.0,14.0,8,-8024.0,24.0,0.0,8000.0,8024.0,1.0,Large order 80 units (stock: 7)
2,19,16.0,32.0,8,-7531.0,31.0,0.0,7500.0,7531.0,1.0,Large order 80 units (stock: 16)
2,20,11.0,51.0,8,-6550.0,50.0,0.0,6500.0,6550.0,1.0,Large order 80 units (stock: 11)
2,21,30.0,70.0,7,-5766.880645161291,15.5,580.0,5000.0,5595.5,0.8830645161290323,Large order 70 units (stock: 30)
2,22,0.0,31.0,8,-11132.575438596492,0.0,1340.0,7500.0,8840.0,0.706140350877193,Large order 80 units (stock: 0)
2,23,0.0,0.0,8,-23905.71067193676,0.0,3060.0,8000.0,11060.0,0.3952569169960475,Large order 80 units (stock: 0)
2,24,0.0,0.0,8,-13127.615584415584,0.0,1620.0,8000.0,9620.0,0.6493506493506493,Large order 80 units (stock: 0)
2,25,0.0,0.0,8,-8031.0,31.0,0.0,8000.0,8031.0,1.0,Large order 80 units (stock: 0)
